name,classification,total_count,male_count,female_count,male_share,female_share,rank,prop100k,source
Ahmad,male,26694,26624,70,0.997378,0.002622,1344,8.8381499341181371,census_2020_first_names_by_sex
Dexter,male,26692,26583,109,0.995916,0.004084,1345,8.8374877516101495,census_2020_first_names_by_sex
Davis,male,26633,25675,958,0.964030,0.035970,1346,8.817953367624499,census_2020_first_names_by_sex
Sammy,male,26625,24369,2256,0.915268,0.084732,1347,8.8153046375925452,census_2020_first_names_by_sex
Junior,male,26598,26329,269,0.989886,0.010114,1348,8.8063651737347062,census_2020_first_names_by_sex
Phil,male,26593,26445,148,0.994435,0.005565,1349,8.8047097174647355,census_2020_first_names_by_sex
Forrest,male,26456,26032,424,0.983973,0.016027,1350,8.7593502156675456,census_2020_first_names_by_sex
Terrell,male,26446,25279,1167,0.955872,0.044128,1351,8.7560393031276043,census_2020_first_names_by_sex
Dixie,female,26363,282,26081,0.010697,0.989303,1352,8.7285587290460942,census_2020_first_names_by_sex
Eloise,female,26360,55,26305,0.002086,0.997914,1353,8.7275654552841129,census_2020_first_names_by_sex
Shayla,female,26260,54,26206,0.002056,0.997944,1354,8.6944563298847051,census_2020_first_names_by_sex
Nellie,female,26255,64,26191,0.002438,0.997562,1355,8.6928008736147344,census_2020_first_names_by_sex
Ryker,male,26254,25916,338,0.987126,0.012874,1356,8.6924697823607389,census_2020_first_names_by_sex
Maryellen,female,26249,18,26231,0.000686,0.999314,1357,8.69081432609077,census_2020_first_names_by_sex
Randi,female,26229,840,25389,0.032026,0.967974,1358,8.6841925010108874,census_2020_first_names_by_sex
Shana,female,26205,76,26129,0.002900,0.997100,1359,8.6762463109150296,census_2020_first_names_by_sex
Benny,male,26165,25754,411,0.984292,0.015708,1360,8.6630026607552661,census_2020_first_names_by_sex
Finley,neutral,26158,10706,15452,0.409282,0.590718,1361,8.6606850219773079,census_2020_first_names_by_sex
Blair,neutral,26145,11032,15113,0.421954,0.578046,1362,8.6563808356753835,census_2020_first_names_by_sex
Paulina,female,26136,76,26060,0.002908,0.997092,1363,8.6534010143894378,census_2020_first_names_by_sex
Lorna,female,26130,25,26105,0.000957,0.999043,1364,8.6514144668654733,census_2020_first_names_by_sex
Kassandra,female,26111,46,26065,0.001762,0.998238,1365,8.6451237330395863,census_2020_first_names_by_sex
Talia,female,26072,58,26014,0.002225,0.997775,1366,8.6322111741338166,census_2020_first_names_by_sex
Consuelo,female,26069,131,25938,0.005025,0.994975,1367,8.6312179003718335,census_2020_first_names_by_sex
Demetrius,male,26043,24847,1196,0.954076,0.045924,1368,8.6226095277679882,census_2020_first_names_by_sex
Teagan,neutral,26042,4496,21546,0.172644,0.827356,1369,8.6222784365139944,census_2020_first_names_by_sex
Marylou,female,26002,33,25969,0.001269,0.998731,1370,8.6090347863542309,census_2020_first_names_by_sex
Solomon,male,25997,25925,72,0.997230,0.002770,1371,8.6073793300842585,census_2020_first_names_by_sex
Joni,female,25986,827,25159,0.031825,0.968175,1372,8.6037373262903252,census_2020_first_names_by_sex
Dena,female,25907,66,25841,0.002548,0.997452,1373,8.577581117224792,census_2020_first_names_by_sex
Ellis,neutral,25901,21575,4326,0.832979,0.167021,1374,8.5755945697008276,census_2020_first_names_by_sex
Ira,neutral,25849,22529,3320,0.871562,0.128438,1375,8.5583778244931352,census_2020_first_names_by_sex
Mariam,female,25815,94,25721,0.003641,0.996359,1376,8.5471207218573362,census_2020_first_names_by_sex
Clare,female,25764,838,24926,0.032526,0.967474,1377,8.5302350679036376,census_2020_first_names_by_sex
Alayna,female,25758,33,25725,0.001281,0.998719,1378,8.5282485203796732,census_2020_first_names_by_sex
Alyson,female,25713,41,25672,0.001595,0.998405,1379,8.513349413949939,census_2020_first_names_by_sex
Alivia,female,25622,36,25586,0.001405,0.998595,1380,8.483220109836477,census_2020_first_names_by_sex
Sheldon,male,25589,25204,385,0.984954,0.015046,1381,8.4722940984546735,census_2020_first_names_by_sex
Shauna,female,25557,28,25529,0.001096,0.998904,1382,8.461699178326862,census_2020_first_names_by_sex
Sienna,female,25552,36,25516,0.001409,0.998591,1383,8.4600437220568914,census_2020_first_names_by_sex
Bret,male,25548,25304,244,0.990449,0.009551,1384,8.4587193570409163,census_2020_first_names_by_sex
Maryjane,female,25541,37,25504,0.001449,0.998551,1385,8.4564017182629563,census_2020_first_names_by_sex
Jodie,female,25495,1607,23888,0.063032,0.936968,1386,8.4411715205792284,census_2020_first_names_by_sex
Carissa,female,25327,28,25299,0.001106,0.998894,1387,8.3855481899082225,census_2020_first_names_by_sex
Kingston,male,25248,25055,193,0.992356,0.007644,1388,8.3593919808426893,census_2020_first_names_by_sex
Aileen,female,25227,33,25194,0.001308,0.998692,1389,8.3524390645088129,census_2020_first_names_by_sex
Katelynn,female,25135,34,25101,0.001353,0.998647,1390,8.3219786691413571,census_2020_first_names_by_sex
Blaine,male,25082,24030,1052,0.958058,0.041942,1391,8.304430832679671,census_2020_first_names_by_sex
Susanne,female,25061,17,25044,0.000678,0.999322,1392,8.2974779163457946,census_2020_first_names_by_sex
Mae,female,25052,145,24907,0.005788,0.994212,1393,8.2944980950598488,census_2020_first_names_by_sex
Cherie,female,25040,22,25018,0.000879,0.999121,1394,8.2905250000119199,census_2020_first_names_by_sex
Haylee,female,24993,39,24954,0.001560,0.998440,1395,8.2749637110741983,census_2020_first_names_by_sex
Juliette,female,24966,27,24939,0.001081,0.998919,1396,8.2660242472163574,census_2020_first_names_by_sex
Morris,male,24900,24705,195,0.992169,0.007831,1397,8.2441722244527469,census_2020_first_names_by_sex
Shanna,female,24889,44,24845,0.001768,0.998232,1398,8.2405302206588118,census_2020_first_names_by_sex
German,male,24881,24775,106,0.995740,0.004260,1399,8.2378814906268598,census_2020_first_names_by_sex
Cathleen,female,24815,25,24790,0.001007,0.998993,1400,8.2160294678632493,census_2020_first_names_by_sex
Isla,female,24788,38,24750,0.001533,0.998467,1401,8.2070900040054102,census_2020_first_names_by_sex
Mara,female,24761,119,24642,0.004806,0.995194,1402,8.1981505401475694,census_2020_first_names_by_sex
Tatum,neutral,24725,5091,19634,0.205905,0.794095,1403,8.1862312550037828,census_2020_first_names_by_sex
Presley,neutral,24721,3261,21460,0.131912,0.868088,1404,8.1849068899878059,census_2020_first_names_by_sex
Adolfo,male,24707,24661,46,0.998138,0.001862,1405,8.1802716124318895,census_2020_first_names_by_sex
Brynn,female,24675,323,24352,0.013090,0.986910,1406,8.169676692304078,census_2020_first_names_by_sex
Finn,male,24643,24204,439,0.982186,0.017814,1407,8.1590817721762665,census_2020_first_names_by_sex
Winston,male,24635,24474,161,0.993465,0.006535,1408,8.1564330421443145,census_2020_first_names_by_sex
Phoenix,neutral,24525,14926,9599,0.608603,0.391397,1409,8.1200130042049654,census_2020_first_names_by_sex
Emiliano,male,24489,24376,113,0.995386,0.004614,1410,8.1080937190611788,census_2020_first_names_by_sex
Alonzo,male,24457,24389,68,0.997220,0.002780,1411,8.0974987989333673,census_2020_first_names_by_sex
Randal,male,24441,24297,144,0.994108,0.005892,1412,8.0922013388694616,census_2020_first_names_by_sex
Candy,female,24305,147,24158,0.006048,0.993952,1413,8.0471729283262654,census_2020_first_names_by_sex
Hilary,female,24293,1157,23136,0.047627,0.952373,1414,8.0431998332783383,census_2020_first_names_by_sex
Heath,male,24261,24081,180,0.992581,0.007419,1415,8.0326049131505268,census_2020_first_names_by_sex
Stephan,male,24256,24003,253,0.989570,0.010430,1416,8.0309494568805544,census_2020_first_names_by_sex
Viola,female,24135,51,24084,0.002113,0.997887,1417,7.990887415147272,census_2020_first_names_by_sex
Virgil,male,24101,23876,225,0.990664,0.009336,1418,7.979630312511472,census_2020_first_names_by_sex
Ximena,female,24081,77,24004,0.003198,0.996802,1419,7.9730084874315903,census_2020_first_names_by_sex
Eve,female,24079,128,23951,0.005316,0.994684,1420,7.9723463049236019,census_2020_first_names_by_sex
Man,neutral,23979,20972,3007,0.874599,0.125401,1421,7.9392371795241932,census_2020_first_names_by_sex
Zackary,male,23961,23922,39,0.998372,0.001628,1422,7.9332775369522999,census_2020_first_names_by_sex
Jonas,male,23952,23858,94,0.996075,0.003925,1423,7.9302977156663532,census_2020_first_names_by_sex
Malia,female,23945,57,23888,0.002380,0.997620,1424,7.927980076888395,census_2020_first_names_by_sex
Taryn,female,23866,576,23290,0.024135,0.975865,1425,7.9018238678228627,census_2020_first_names_by_sex
Yasmin,female,23817,87,23730,0.003653,0.996347,1426,7.8856003963771526,census_2020_first_names_by_sex
Flor,female,23797,404,23393,0.016977,0.983023,1427,7.8789785712972709,census_2020_first_names_by_sex
Sterling,male,23791,21469,2322,0.902400,0.097600,1428,7.8769920237733055,census_2020_first_names_by_sex
Norah,female,23775,100,23675,0.004206,0.995794,1429,7.8716945637094007,census_2020_first_names_by_sex
Ofelia,female,23765,53,23712,0.002230,0.997770,1430,7.8683836511694594,census_2020_first_names_by_sex
Tiana,female,23698,44,23654,0.001857,0.998143,1431,7.8462005371518559,census_2020_first_names_by_sex
Angelique,female,23666,28,23638,0.001183,0.998817,1432,7.8356056170240453,census_2020_first_names_by_sex
Conor,male,23662,23544,118,0.995013,0.004987,1433,7.8342812520080676,census_2020_first_names_by_sex
Maura,female,23594,63,23531,0.002670,0.997330,1434,7.8117670467364704,census_2020_first_names_by_sex
Jayne,female,23569,57,23512,0.002418,0.997582,1435,7.8034897653866189,census_2020_first_names_by_sex
Darrin,male,23564,23456,108,0.995417,0.004583,1436,7.8018343091166473,census_2020_first_names_by_sex
Rebeca,female,23561,34,23527,0.001443,0.998557,1437,7.800841035354666,census_2020_first_names_by_sex
Harmony,female,23558,104,23454,0.004415,0.995585,1438,7.7998477615926838,census_2020_first_names_by_sex
Edmund,male,23553,23527,26,0.998896,0.001104,1439,7.7981923053227122,census_2020_first_names_by_sex
Fabiola,female,23548,63,23485,0.002675,0.997325,1440,7.7965368490527425,census_2020_first_names_by_sex
Larissa,female,23539,31,23508,0.001317,0.998683,1441,7.7935570277667958,census_2020_first_names_by_sex
Ryleigh,female,23525,294,23231,0.012497,0.987503,1442,7.7889217502108785,census_2020_first_names_by_sex
Evangeline,female,23505,33,23472,0.001404,0.998596,1443,7.7822999251309968,census_2020_first_names_by_sex
Kali,female,23482,696,22786,0.029640,0.970360,1444,7.7746848262891337,census_2020_first_names_by_sex
Mabel,female,23468,63,23405,0.002685,0.997315,1445,7.7700495487332155,census_2020_first_names_by_sex
Holden,male,23449,23191,258,0.988997,0.011003,1446,7.7637588149073284,census_2020_first_names_by_sex
Aisha,female,23439,59,23380,0.002517,0.997483,1447,7.7604479023673871,census_2020_first_names_by_sex
Stefan,male,23384,23261,123,0.994740,0.005260,1448,7.7422378833977117,census_2020_first_names_by_sex
Myron,male,23379,23188,191,0.991830,0.008170,1449,7.7405824271277419,census_2020_first_names_by_sex
Vladimir,male,23369,23332,37,0.998417,0.001583,1450,7.7372715145878015,census_2020_first_names_by_sex
Conrad,male,23269,23217,52,0.997765,0.002235,1451,7.7041623891883928,census_2020_first_names_by_sex
Irina,female,23266,23,23243,0.000989,0.999011,1452,7.7031691154264097,census_2020_first_names_by_sex
Estela,female,23239,53,23186,0.002281,0.997719,1453,7.6942296515685697,census_2020_first_names_by_sex
Julissa,female,23238,38,23200,0.001635,0.998365,1454,7.693898560314576,census_2020_first_names_by_sex
Domingo,male,23214,23114,100,0.995692,0.004308,1455,7.6859523702187182,census_2020_first_names_by_sex
Kendrick,male,23191,22907,284,0.987754,0.012246,1456,7.6783372713768543,census_2020_first_names_by_sex
Elaina,female,23181,34,23147,0.001467,0.998533,1457,7.675026358836913,census_2020_first_names_by_sex
Zack,male,23160,23107,53,0.997712,0.002288,1458,7.6680734425030375,census_2020_first_names_by_sex
Velma,female,23131,60,23071,0.002594,0.997406,1459,7.6584717961372091,census_2020_first_names_by_sex
Katy,female,23113,39,23074,0.001687,0.998313,1460,7.6525121535653158,census_2020_first_names_by_sex
Waylon,male,23106,22976,130,0.994374,0.005626,1461,7.6501945147873558,census_2020_first_names_by_sex
Arielle,female,23086,59,23027,0.002556,0.997444,1462,7.6435726897074758,census_2020_first_names_by_sex
Liz,female,23084,92,22992,0.003985,0.996015,1463,7.6429105071994874,census_2020_first_names_by_sex
Maximus,male,23038,22990,48,0.997916,0.002084,1464,7.6276803095157577,census_2020_first_names_by_sex
Petra,female,22965,91,22874,0.003963,0.996037,1465,7.6035106479741907,census_2020_first_names_by_sex
Kailey,female,22962,51,22911,0.002221,0.997779,1466,7.6025173742122076,census_2020_first_names_by_sex
Kenya,female,22943,1522,21421,0.066338,0.933662,1467,7.5962266403863206,census_2020_first_names_by_sex
Ericka,female,22932,53,22879,0.002311,0.997689,1468,7.5925846365923855,census_2020_first_names_by_sex
Cary,neutral,22895,18075,4820,0.789474,0.210526,1469,7.5803342601946042,census_2020_first_names_by_sex
Georgina,female,22892,30,22862,0.001311,0.998689,1470,7.579340986432622,census_2020_first_names_by_sex
Gael,male,22880,22012,868,0.962063,0.037937,1471,7.5753678913846922,census_2020_first_names_by_sex
Marcela,female,22861,92,22769,0.004024,0.995976,1472,7.5690771575588052,census_2020_first_names_by_sex
Reina,female,22833,62,22771,0.002715,0.997285,1473,7.5598066024469706,census_2020_first_names_by_sex
Quinton,male,22799,22699,100,0.995614,0.004386,1474,7.5485494998111724,census_2020_first_names_by_sex
Romeo,male,22794,22714,80,0.996490,0.003510,1475,7.5468940435412017,census_2020_first_names_by_sex
Thanh,neutral,22782,14126,8656,0.620051,0.379949,1476,7.542920948493272,census_2020_first_names_by_sex
Staci,female,22758,56,22702,0.002461,0.997539,1477,7.5349747583974152,census_2020_first_names_by_sex
Laurence,male,22752,21587,1165,0.948796,0.051204,1478,7.5329882108734498,census_2020_first_names_by_sex
Bradford,male,22735,22685,50,0.997801,0.002199,1479,7.5273596595555503,census_2020_first_names_by_sex
Walker,male,22716,22185,531,0.976624,0.023376,1480,7.5210689257296632,census_2020_first_names_by_sex
Darcy,female,22714,2264,20450,0.099674,0.900326,1481,7.5204067432216748,census_2020_first_names_by_sex
Latasha,female,22706,34,22672,0.001497,0.998503,1482,7.5177580131897219,census_2020_first_names_by_sex
Maryanne,female,22681,19,22662,0.000838,0.999162,1483,7.5094807318398695,census_2020_first_names_by_sex
Rosalinda,female,22652,34,22618,0.001501,0.998499,1484,7.4998790854740411,census_2020_first_names_by_sex
Kristian,neutral,22646,16969,5677,0.749316,0.250684,1485,7.4978925379500767,census_2020_first_names_by_sex
Lia,female,22644,230,22414,0.010157,0.989843,1486,7.4972303554420883,census_2020_first_names_by_sex
Willard,male,22615,22527,88,0.996109,0.003891,1487,7.4876287090762599,census_2020_first_names_by_sex
Quincy,neutral,22587,19115,3472,0.846283,0.153717,1488,7.4783581539644262,census_2020_first_names_by_sex
Pierre,male,22575,22384,191,0.991539,0.008461,1489,7.4743850589164964,census_2020_first_names_by_sex
Brantley,male,22527,21815,712,0.968393,0.031607,1490,7.4584926787247809,census_2020_first_names_by_sex
Manuela,female,22516,162,22354,0.007195,0.992805,1491,7.4548506749308459,census_2020_first_names_by_sex
Brenden,male,22501,22385,116,0.994845,0.005155,1492,7.4498843061209348,census_2020_first_names_by_sex
Cierra,female,22464,29,22435,0.001291,0.998709,1493,7.4376339297231526,census_2020_first_names_by_sex
Gale,neutral,22462,5751,16711,0.256032,0.743968,1494,7.436971747215166,census_2020_first_names_by_sex
King,male,22343,21692,651,0.970863,0.029137,1495,7.3975718879898693,census_2020_first_names_by_sex
Eugenia,female,22296,55,22241,0.002467,0.997533,1496,7.3820105990521458,census_2020_first_names_by_sex
Dorian,neutral,22292,18044,4248,0.809438,0.190562,1497,7.3806862340361707,census_2020_first_names_by_sex
Branden,male,22284,22072,212,0.990486,0.009514,1498,7.3780375040042179,census_2020_first_names_by_sex
Gonzalo,male,22281,22226,55,0.997532,0.002468,1499,7.3770442302422357,census_2020_first_names_by_sex
Greta,female,22240,27,22213,0.001214,0.998786,1500,7.3634694888284775,census_2020_first_names_by_sex
Milagros,female,22183,118,22065,0.005319,0.994681,1501,7.3445972873508154,census_2020_first_names_by_sex
Young,neutral,22168,10232,11936,0.461566,0.538434,1502,7.3396309185409034,census_2020_first_names_by_sex
Keisha,female,22143,41,22102,0.001852,0.998148,1503,7.3313536371910519,census_2020_first_names_by_sex
Leann,female,22094,52,22042,0.002354,0.997646,1504,7.3151301657453418,census_2020_first_names_by_sex
Carey,neutral,22072,10827,11245,0.490531,0.509469,1505,7.3078461581574716,census_2020_first_names_by_sex
Izabella,female,22063,30,22033,0.001360,0.998640,1506,7.304866336871525,census_2020_first_names_by_sex
May,female,22045,530,21515,0.024042,0.975958,1507,7.2989066942996317,census_2020_first_names_by_sex
Zachery,male,22042,22007,35,0.998412,0.001588,1508,7.2979134205376486,census_2020_first_names_by_sex
Griselda,female,22014,38,21976,0.001726,0.998274,1509,7.2886428654258149,census_2020_first_names_by_sex
Kamryn,neutral,22000,3198,18802,0.145364,0.854636,1510,7.2840075878698967,census_2020_first_names_by_sex
Nia,female,21920,106,21814,0.004836,0.995164,1511,7.2575202875503697,census_2020_first_names_by_sex
Annemarie,female,21912,19,21893,0.000867,0.999133,1512,7.2548715575184177,census_2020_first_names_by_sex
Kiana,female,21865,67,21798,0.003064,0.996936,1513,7.239310268580696,census_2020_first_names_by_sex
Hallie,female,21841,322,21519,0.014743,0.985257,1514,7.2313640784848374,census_2020_first_names_by_sex
Camilla,female,21840,44,21796,0.002015,0.997985,1515,7.2310329872308428,census_2020_first_names_by_sex
Mollie,female,21829,30,21799,0.001374,0.998626,1516,7.2273909834369094,census_2020_first_names_by_sex
Trudy,female,21824,22,21802,0.001008,0.998992,1517,7.2257355271669379,census_2020_first_names_by_sex
Alba,female,21789,136,21653,0.006242,0.993758,1518,7.214147333277146,census_2020_first_names_by_sex
Yadira,female,21780,58,21722,0.002663,0.997337,1519,7.2111675119911975,census_2020_first_names_by_sex
Landen,male,21743,21537,206,0.990526,0.009474,1520,7.1989171355934163,census_2020_first_names_by_sex
Adela,female,21729,60,21669,0.002761,0.997239,1521,7.1942818580374999,census_2020_first_names_by_sex
Darwin,male,21720,21552,168,0.992265,0.007735,1522,7.1913020367515532,census_2020_first_names_by_sex
Colette,female,21691,13,21678,0.000599,0.999401,1523,7.1817003903857239,census_2020_first_names_by_sex
Verna,female,21649,118,21531,0.005451,0.994549,1524,7.1677945577179729,census_2020_first_names_by_sex
Fernanda,female,21648,161,21487,0.007437,0.992563,1525,7.1674634664639791,census_2020_first_names_by_sex
Nate,male,21610,21302,308,0.985747,0.014253,1526,7.1548819988122041,census_2020_first_names_by_sex
Monika,female,21582,19,21563,0.000880,0.999120,1527,7.1456114437003686,census_2020_first_names_by_sex
Rhett,male,21549,21319,230,0.989327,0.010673,1528,7.1346854323185642,census_2020_first_names_by_sex
Zander,male,21549,21429,120,0.994431,0.005569,1528,7.1346854323185642,census_2020_first_names_by_sex
Judah,male,21541,20977,564,0.973817,0.026183,1530,7.1320367022866122,census_2020_first_names_by_sex
Amalia,female,21522,49,21473,0.002277,0.997723,1531,7.1257459684607243,census_2020_first_names_by_sex
Bridgette,female,21502,34,21468,0.001581,0.998419,1532,7.1191241433808425,census_2020_first_names_by_sex
Ibrahim,male,21501,21444,57,0.997349,0.002651,1533,7.1187930521268488,census_2020_first_names_by_sex
Wilfredo,male,21456,21420,36,0.998322,0.001678,1534,7.1038939456971137,census_2020_first_names_by_sex
Elisha,neutral,21425,9306,12119,0.434352,0.565648,1535,7.0936301168232969,census_2020_first_names_by_sex
Fidel,male,21420,21334,86,0.995985,0.004015,1536,7.0919746605533271,census_2020_first_names_by_sex
Otis,male,21414,21254,160,0.992528,0.007472,1537,7.0899881130293618,census_2020_first_names_by_sex
Elvia,female,21399,89,21310,0.004159,0.995841,1538,7.0850217442194516,census_2020_first_names_by_sex
Issac,male,21365,21284,81,0.996209,0.003791,1539,7.0737646415836517,census_2020_first_names_by_sex
Milo,male,21333,20905,428,0.979937,0.020063,1540,7.063169721455842,census_2020_first_names_by_sex
Nova,female,21292,1631,19661,0.076602,0.923398,1541,7.0495949800420847,census_2020_first_names_by_sex
Mickey,neutral,21288,17363,3925,0.815624,0.184376,1542,7.0482706150261079,census_2020_first_names_by_sex
Sondra,female,21227,18,21209,0.000848,0.999152,1543,7.028074048532468,census_2020_first_names_by_sex
Jarrod,male,21186,21162,24,0.998867,0.001133,1544,7.0144993071187107,census_2020_first_names_by_sex
Rocky,male,21181,20817,364,0.982815,0.017185,1545,7.012843850848741,census_2020_first_names_by_sex
Jeanine,female,21164,15,21149,0.000709,0.999291,1546,7.0072152995308414,census_2020_first_names_by_sex
Nestor,male,21159,21109,50,0.997637,0.002363,1547,7.0055598432608699,census_2020_first_names_by_sex
Hong,neutral,21082,6188,14894,0.293521,0.706479,1548,6.980065816703326,census_2020_first_names_by_sex
Imani,female,21080,969,20111,0.045968,0.954032,1549,6.9794036341953376,census_2020_first_names_by_sex
Lamar,male,21069,20207,862,0.959087,0.040913,1550,6.9757616304014025,census_2020_first_names_by_sex
Mari,female,21045,511,20534,0.024281,0.975719,1551,6.9678154403055448,census_2020_first_names_by_sex
Ari,neutral,21038,15636,5402,0.743227,0.256773,1552,6.9654978015275857,census_2020_first_names_by_sex
Antoine,male,21025,20852,173,0.991772,0.008228,1553,6.961193615225663,census_2020_first_names_by_sex
Deandre,male,21024,20740,284,0.986492,0.013508,1554,6.9608625239716693,census_2020_first_names_by_sex
Gertrude,female,20978,37,20941,0.001764,0.998236,1555,6.9456323262879405,census_2020_first_names_by_sex
Abdul,male,20968,20915,53,0.997472,0.002528,1556,6.9423214137480009,census_2020_first_names_by_sex
Margo,female,20948,136,20812,0.006492,0.993508,1557,6.9356995886681192,census_2020_first_names_by_sex
Minnie,female,20922,75,20847,0.003585,0.996415,1558,6.9270912160642721,census_2020_first_names_by_sex
Roxana,female,20917,31,20886,0.001482,0.998518,1559,6.9254357597943024,census_2020_first_names_by_sex
Bessie,female,20905,47,20858,0.002248,0.997752,1560,6.9214626647463726,census_2020_first_names_by_sex
Ashlynn,female,20889,37,20852,0.001771,0.998229,1561,6.9161652046824669,census_2020_first_names_by_sex
Barrett,male,20844,19992,852,0.959125,0.040875,1562,6.9012660982527336,census_2020_first_names_by_sex
Imelda,female,20817,21,20796,0.001009,0.998991,1563,6.8923266343948937,census_2020_first_names_by_sex
Osvaldo,male,20816,20780,36,0.998271,0.001729,1564,6.891995543140899,census_2020_first_names_by_sex
Stewart,male,20783,20547,236,0.988645,0.011355,1565,6.8810695317590937,census_2020_first_names_by_sex
Heaven,female,20769,365,20404,0.017574,0.982426,1566,6.8764342542031773,census_2020_first_names_by_sex
Everly,female,20767,88,20679,0.004237,0.995763,1567,6.8757720716951889,census_2020_first_names_by_sex
Paxton,male,20759,19141,1618,0.922058,0.077942,1568,6.8731233416632369,census_2020_first_names_by_sex
Zachariah,male,20718,20647,71,0.996573,0.003427,1569,6.8595486002494788,census_2020_first_names_by_sex
Tristen,neutral,20670,17070,3600,0.825835,0.174165,1570,6.8436562200577633,census_2020_first_names_by_sex
Mai,female,20650,715,19935,0.034625,0.965375,1571,6.8370343949778816,census_2020_first_names_by_sex
Alton,male,20582,20478,104,0.994947,0.005053,1572,6.8145201897062835,census_2020_first_names_by_sex
Sheena,female,20577,25,20552,0.001215,0.998785,1573,6.8128647334363128,census_2020_first_names_by_sex
Tobias,male,20558,20464,94,0.995428,0.004572,1574,6.8065739996104249,census_2020_first_names_by_sex
Raphael,male,20518,20286,232,0.988693,0.011307,1575,6.7933303494506614,census_2020_first_names_by_sex
Della,female,20486,53,20433,0.002587,0.997413,1576,6.7827354293228499,census_2020_first_names_by_sex
Emilie,female,20479,35,20444,0.001709,0.998291,1577,6.7804177905448917,census_2020_first_names_by_sex
Audra,female,20405,89,20316,0.004362,0.995638,1578,6.7559170377493292,census_2020_first_names_by_sex
Mariela,female,20404,52,20352,0.002549,0.997451,1579,6.7555859464953345,census_2020_first_names_by_sex
Cadence,female,20403,1375,19028,0.067392,0.932608,1580,6.7552548552413416,census_2020_first_names_by_sex
Alessandra,female,20401,42,20359,0.002059,0.997941,1581,6.7545926727333532,census_2020_first_names_by_sex
Emilee,female,20367,20,20347,0.000982,0.999018,1582,6.7433355700975541,census_2020_first_names_by_sex
Phuong,neutral,20364,3815,16549,0.187340,0.812660,1583,6.7423422963355728,census_2020_first_names_by_sex
Skye,neutral,20357,2323,18034,0.114113,0.885887,1584,6.7400246575576128,census_2020_first_names_by_sex
Dee,neutral,20339,4513,15826,0.221889,0.778111,1585,6.7340650149857195,census_2020_first_names_by_sex
Darnell,male,20319,18734,1585,0.921994,0.078006,1586,6.7274431899058378,census_2020_first_names_by_sex
Marcelo,male,20317,20248,69,0.996604,0.003396,1587,6.7267810073978493,census_2020_first_names_by_sex
Reece,neutral,20295,16306,3989,0.803449,0.196551,1588,6.7194969998099809,census_2020_first_names_by_sex
Alanna,female,20264,24,20240,0.001184,0.998816,1589,6.7092331709361641,census_2020_first_names_by_sex
Rena,female,20224,192,20032,0.009494,0.990506,1590,6.6959895207764006,census_2020_first_names_by_sex
Alberta,female,20221,150,20071,0.007418,0.992582,1591,6.6949962470144175,census_2020_first_names_by_sex
Ayla,female,20202,32,20170,0.001584,0.998416,1592,6.6887055131885305,census_2020_first_names_by_sex
Royce,male,20155,18537,1618,0.919722,0.080278,1593,6.6731442242508088,census_2020_first_names_by_sex
Deana,female,20148,20,20128,0.000993,0.999007,1594,6.6708265854728488,census_2020_first_names_by_sex
Hattie,female,20079,40,20039,0.001992,0.998008,1595,6.6479812889472569,census_2020_first_names_by_sex
Syed,male,20064,19887,177,0.991178,0.008822,1596,6.6430149201373467,census_2020_first_names_by_sex
Marybeth,female,20059,12,20047,0.000598,0.999402,1597,6.6413594638673752,census_2020_first_names_by_sex
Rocco,male,20056,20015,41,0.997956,0.002044,1598,6.6403661901053939,census_2020_first_names_by_sex
Anh,neutral,20050,5473,14577,0.272968,0.727032,1599,6.6383796425814285,census_2020_first_names_by_sex
Aden,male,20018,19265,753,0.962384,0.037616,1600,6.6277847224536179,census_2020_first_names_by_sex
Lionel,male,20014,19960,54,0.997302,0.002698,1601,6.6264603574376419,census_2020_first_names_by_sex
Jaqueline,female,20013,42,19971,0.002099,0.997901,1602,6.6261292661836482,census_2020_first_names_by_sex
Leanna,female,20013,17,19996,0.000849,0.999151,1602,6.6261292661836482,census_2020_first_names_by_sex
Marcy,female,19966,158,19808,0.007913,0.992087,1604,6.6105679772459265,census_2020_first_names_by_sex
Bernardo,male,19954,19916,38,0.998096,0.001904,1605,6.6065948821979967,census_2020_first_names_by_sex
Adele,female,19901,99,19802,0.004975,0.995025,1606,6.5890470457363097,census_2020_first_names_by_sex
Nathalie,female,19885,45,19840,0.002263,0.997737,1607,6.5837495856724049,census_2020_first_names_by_sex
Uriel,male,19855,19578,277,0.986049,0.013951,1610,6.5738168480525818,census_2020_first_names_by_sex
Aniyah,female,19849,36,19813,0.001814,0.998186,1611,6.5718303005286183,census_2020_first_names_by_sex
Octavio,male,19763,19695,68,0.996559,0.003441,1613,6.543356452685126,census_2020_first_names_by_sex
Johnathon,male,19727,19700,27,0.998631,0.001369,1615,6.5314371675413394,census_2020_first_names_by_sex
Bobbi,female,19715,192,19523,0.009739,0.990261,1616,6.5274640724934097,census_2020_first_names_by_sex
Keaton,male,19688,18501,1187,0.939709,0.060291,1617,6.5185246086355697,census_2020_first_names_by_sex
Luther,male,19674,19596,78,0.996035,0.003965,1618,6.5138893310796524,census_2020_first_names_by_sex
Mirna,female,19640,38,19602,0.001935,0.998065,1619,6.5026322284438542,census_2020_first_names_by_sex
Gregorio,male,19632,19577,55,0.997198,0.002802,1620,6.4999834984119005,census_2020_first_names_by_sex
